StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DON'T DISCUSS,pid,pid.check,personality_1,personality_2,personality_3,personality_4,personality_5,personality_6,personality_7,personality_8,personality_9,personality_10,personality_11,personality_12,personality_13,personality_14,personality_15,personality_16,personality_17,personality_18,personality_19,personality_20,personality_21,personality_22,personality_23,personality_24,personality_25,personality_26,personality_27,personality_28,personality_29,personality_30,personality_31,personality_32,personality_33,personality_34,personality_35,personality_36,personality_37,personality_38,personality_39,personality_40,personality_41,personality_42,personality_43,personality_44,personality_45,personality_46,personality_47,personality_48,personality_49,personality_50,personality_51,personality_52,personality_53,personality_54,personality_55,personality_56,personality_57,personality_58,personality_59,personality_60,personality_61,personality_62,ffmq_1,ffmq_2,ffmq_3,ffmq_4,ffmq_5,ffmq_6,ffmq_7,ffmq_8,ffmq_9,ffmq_10,ffmq_11,ffmq_12,ffmq_13,ffmq_14,ffmq_15,ffmq_16,age,gender,gender_6_TEXT,sex_at_birth,sexual_orientation_2,sexual_orientation_2_4_TEXT,ethnoracial,mixed_ethnoracial,ses_ladder,country_born,country_raised,country_reside,age_move_US,VAL1,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,id
2022-04-04 01:26:40,2022-04-04 01:48:41,0,103.211.183.154,100,1320,1,2022-04-04 01:48:42,R_3iVDvVq6tR831hC,,,,,37.379302978515625,-122.1199951171875,anonymous,EN,1,4,A17151380,A17151380,1,1,5,3,3,2,5,5,2,5,3,5,3,3,1,3,2,2,1,5,3,1,2,1,3,2,3,0,3,5,3,1,2,1,3,2,1,2,5,1,5,5,3,2,2,1,3,1,3,3,0,5,5,3,3,2,1,2,3,1,3,3,4,4,3,1,4,4,3,3,2,3,4,4,3,2,3,1,9,2,,2,1,,2,,6,141,141,189,18,1,9,12,10,13,11,42,49,31,42,41,42589
2022-04-04 18:08:07,2022-04-04 18:25:18,0,70.95.167.133,100,1031,1,2022-04-04 18:25:19,R_4Or9RppZhlJzWMh,,,,,32.859499999999997044142219237983226776123046875,-117.2124000000000023646862246096134185791015625,anonymous,EN,1,4,A15575239,A15575239,1,2,3,5,5,2,5,3,3,3,3,2,0,3,1,2,3,3,1,1,3,3,5,1,3,3,2,0,5,1,3,5,1,3,3,5,3,3,5,2,2,5,3,0,1,3,1,3,3,5,0,5,3,3,3,1,1,3,3,3,3,5,3,2,3,4,3,3,4,4,3,4,1,3,4,3,3,1,10,2,,2,3,,1,,7,189,189,189,,4,7,7,10,8,7,31,45,40,41,44,27020
2022-04-04 20:42:19,2022-04-04 21:04:32,0,99.10.70.96,100,1333,1,2022-04-04 21:04:33,R_2qecqgj8Cejxnff,,,,,32.744900000000001227817847393453121185302734375,-117.1650000000000062527760746888816356658935546875,anonymous,EN,1,4,A15959775,A15959775,1,2,5,5,2,3,5,3,1,3,3,2,3,1,3,1,3,2,1,3,1,1,1,0,2,1,3,0,3,1,3,1,1,2,3,3,1,2,5,1,3,3,1,5,1,3,1,3,0,5,0,3,2,1,3,1,3,5,1,3,0,3,3,2,3,2,4,3,5,3,1,1,3,3,3,1,1,1,8,2,,2,3,,3,,4,189,189,189,,1,9,9,6,14,6,48,38,38,50,42,31366
2022-03-30 01:46:38,2022-03-30 01:47:00,0,70.95.163.64,27,21,0,2022-04-06 01:47:06,R_3PXqTgz8CAiMUO6,,,,,,,anonymous,EN,1,4,A15517660,A15517660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
2022-04-07 15:56:39,2022-04-07 16:06:57,0,128.54.31.90,100,617,1,2022-04-07 16:06:58,R_2VxsEh2ltfzN94Q,,,,,32.842500000000001136868377216160297393798828125,-117.24840000000000372892827726900577545166015625,anonymous,EN,1,4,A16657377,A16657377,1,2,2,5,3,3,5,5,1,1,3,3,1,1,2,0,3,1,1,3,3,3,5,1,1,3,2,0,1,0,3,0,2,1,1,3,3,3,3,1,3,3,1,1,1,3,1,3,3,3,0,3,2,3,3,1,1,5,3,1,1,5,4,3,3,4,4,5,4,2,4,4,4,2,4,4,3,1,8,2,,2,1,,1,,8,189,189,189,,1,9,13,11,6,7,37,40,42,44,50,37443
2022-04-09 03:25:44,2022-04-09 03:39:40,0,128.54.156.42,100,835,1,2022-04-09 03:39:40,R_2AR8DnEZwcgOOej,,,,,34.0717926025390625,-117.697296142578125,anonymous,EN,1,4,A19404746,A19404746,0,5,5,5,3,2,5,5,0,2,3,2,3,1,2,0,5,1,2,3,3,5,2,0,5,5,1,0,0,5,5,0,5,1,3,3,2,3,5,1,3,2,0,2,0,3,0,3,0,5,0,3,1,3,3,5,1,5,2,5,0,5,1,4,4,2,5,3,3,4,4,5,5,5,3,3,2,1,7,1,,1,1,,1,,5,189,189,189,,1,7,9,12,9,12,52,43,52,51,49,42410
2022-04-02 13:49:15,2022-04-02 14:21:59,0,104.14.71.114,91,1964,0,2022-04-09 14:22:03,R_1q9TeVFiJNwKVVn,,,,,,,anonymous,EN,1,4,A15483903,A15483903,3,2,2,5,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,5,2,2,2,2,5,2,3,5,2,3,1,2,2,2,2,5,2,2,2,2,5,0,2,2,1,1,2,3,2,3,0,5,1,5,5,0,1,1,2,1,3,5,5,4,2,2,4,3,3,3,2,4,3,3,3,3,3,1,10,2,,2,1,,1,,7,189,189,189,,1,10,11,11,11,10,37,51,37,43,30,30245
2022-04-10 18:37:07,2022-04-10 18:50:01,0,128.54.26.164,100,774,1,2022-04-10 18:50:02,R_1mCwnsQJrRDn9ww,,,,,32.8509063720703125,-117.2722015380859375,anonymous,EN,1,4,A15389965,A15389965,2,5,3,5,5,1,3,3,1,2,2,2,5,1,1,0,3,1,2,3,3,3,3,0,2,3,3,0,0,2,1,1,1,2,3,3,2,2,3,0,5,2,1,2,1,1,0,1,0,5,0,3,2,1,2,0,1,1,1,1,0,3,2,3,2,2,4,4,2,4,2,5,5,3,3,2,4,1,10,2,,2,1,,3,,6,189,189,189,,1,9,11,13,12,10,44,48,39,52,41,26796
2022-04-05 08:02:06,2022-04-05 08:04:02,0,172.58.142.254,26,116,0,2022-04-12 08:04:06,R_1QhgAn7hK0OUqwi,,,,,,,anonymous,EN,1,4,A16574127,A16574127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,35610
2022-04-12 15:05:14,2022-04-12 15:17:09,0,137.110.78.84,100,714,1,2022-04-12 15:17:10,R_2zVoVmG5uXrhCMP,,,,,32.80029296875,-117.243804931640625,anonymous,EN,1,4,A15595325,A15595325,1,2,3,5,3,2,5,5,0,3,2,2,2,1,1,1,3,1,3,3,2,2,3,1,3,2,2,0,1,1,2,1,3,1,3,5,1,3,3,0,3,3,1,2,1,2,2,3,2,3,0,3,1,5,3,1,1,3,1,3,0,5,4,4,3,3,3,4,3,2,3,1,4,4,4,3,2,1,10,1,,1,1,,1,,7,189,189,189,,1,9,12,6,9,11,44,48,46,48,39,30093
2022-04-12 18:52:52,2022-04-12 19:13:48,0,76.167.197.189,100,1255,1,2022-04-12 19:13:49,R_3lyn3ulVk5wrfyD,,,,,32.8246002197265625,-117.1970977783203125,anonymous,EN,1,4,A16598939,A16598939,1,0,1,5,3,2,5,3,1,5,1,3,5,1,1,1,2,1,2,5,0,2,2,2,5,3,2,0,1,2,1,3,2,3,1,5,3,2,2,1,5,0,1,2,2,1,3,3,0,5,0,5,0,3,3,1,0,1,1,3,3,5,2,3,3,1,5,4,3,3,1,1,3,3,3,2,4,1,10,1,,1,1,,3,,7,112,112,189,14,1,9,9,10,14,9,43,56,39,42,30,39333
2022-04-14 23:57:39,2022-04-15 11:16:03,0,69.196.37.194,100,40704,1,2022-04-15 11:16:04,R_3lRoHV1DIdGSnra,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17055840,A17055840,3,2,3,5,2,1,3,3,1,3,2,2,3,1,2,2,3,1,1,3,2,2,1,1,2,3,3,0,1,3,3,2,3,0,5,3,0,3,5,0,3,1,1,3,1,1,1,3,0,3,0,2,1,3,3,1,1,2,2,3,1,3,4,4,3,3,4,4,3,3,2,4,4,4,3,2,4,1,6,2,,2,1,,2,,7,189,189,189,,1,9,12,12,11,11,51,42,42,51,32,43709
2022-04-15 12:58:28,2022-04-15 13:13:24,0,128.54.207.162,100,895,1,2022-04-15 13:13:24,R_3qvu5EUTYHqfECn,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16199023,A16199023,1,1,3,5,3,5,5,5,3,3,1,3,5,2,3,1,3,1,2,2,3,2,1,2,3,2,3,0,1,1,3,1,2,1,1,2,3,2,3,1,3,1,1,5,0,1,1,3,0,3,0,3,1,2,3,1,2,1,5,3,3,3,3,4,3,3,4,5,2,4,2,4,3,5,4,2,4,1,8,1,,1,1,,3,,6,189,189,189,,1,7,11,12,11,13,52,41,36,39,40,39335
2022-04-16 23:24:21,2022-04-16 23:38:57,0,70.95.18.69,100,876,1,2022-04-16 23:38:58,R_DP0bCTDzxR5KCwF,,,,,32.9164,-117.1393,anonymous,EN,1,4,A16000926,A16000926,0,0,3,3,0,3,5,3,0,0,3,5,0,2,3,1,2,0,0,5,3,0,1,0,1,3,5,0,0,3,5,0,0,0,1,1,3,0,3,3,1,3,2,0,1,3,1,0,0,3,0,1,3,0,3,0,5,5,5,3,0,1,3,3,5,3,3,2,3,4,3,3,2,3,4,3,3,1,8,2,,2,1,,1,,5,189,189,189,,4,5,7,9,9,9,46,23,20,48,51,36499
2022-04-17 18:02:24,2022-04-17 18:19:53,0,76.176.144.247,100,1048,1,2022-04-17 18:19:54,R_2qBHm75v3kJx8T8,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16454931,A16454931,0,3,1,5,3,3,3,3,0,5,5,1,3,1,1,0,3,1,0,5,5,1,1,0,3,3,2,0,1,3,1,0,1,0,3,3,3,2,3,0,3,5,1,5,0,3,0,1,0,3,0,3,5,1,3,0,1,5,2,3,0,2,3,2,3,3,2,5,4,3,2,2,4,3,3,3,2,1,8,2,,2,3,,3,,6,189,189,189,,1,9,12,6,10,7,49,47,37,56,57,41419
2022-04-18 22:47:13,2022-04-18 22:56:36,0,68.7.5.56,100,563,1,2022-04-18 22:56:37,R_ZeqSnL8bL64dVWV,,,,,33.1432,-117.1666,anonymous,EN,1,4,A17202947,A17202947,2,5,3,5,3,1,3,5,0,2,1,0,2,0,2,3,5,1,2,3,1,3,1,0,3,1,1,0,1,2,2,2,3,0,2,3,1,5,5,0,3,1,0,3,0,1,3,3,0,5,0,3,0,2,5,1,1,0,0,3,0,5,1,5,2,3,4,3,1,2,3,2,3,5,2,3,2,1,8,2,,2,1,,3,,7,189,189,189,,1,12,7,8,9,15,52,46,53,53,24,43766
2022-04-18 22:47:44,2022-04-19 00:43:44,0,76.88.100.54,100,6960,1,2022-04-19 00:43:45,R_2ahLZCVdzV4lsdD,,,,,32.8246,-117.1971,anonymous,EN,1,4,A15382743,A15382743,1,2,2,3,3,2,2,3,0,3,2,2,3,1,1,1,2,1,2,3,1,2,1,0,3,3,3,0,2,3,3,1,1,1,5,5,3,1,5,2,3,2,3,3,1,2,2,3,1,5,0,3,3,2,3,1,1,2,2,1,1,5,3,4,2,3,3,3,2,1,3,3,3,4,2,3,2,1,10,2,,2,1,,3,,4,189,189,189,,1,13,9,8,9,12,45,47,33,50,41,27088
2022-04-22 15:03:41,2022-04-22 15:15:38,0,66.75.241.153,100,716,1,2022-04-22 15:15:39,R_Relw6UlFGR0xZG9,,,,,32.8595,-117.2124,anonymous,EN,1,4,A15983270,A15983270,2,2,2,3,3,2,1,2,1,2,1,3,2,1,1,2,2,1,2,2,1,2,3,2,2,1,2,0,1,2,2,3,2,2,2,3,2,1,3,3,3,1,2,1,1,1,1,1,2,3,0,3,1,1,3,1,1,1,2,2,3,3,3,3,2,2,3,2,3,3,2,2,2,3,3,2,3,1,8,2,,2,1,,3,,5,189,189,189,,1,10,7,8,12,9,38,44,31,40,30,34372
2022-04-22 23:28:36,2022-04-22 23:53:29,0,75.80.183.151,100,1492,1,2022-04-22 23:53:30,R_2xxuuE8YdqYHnS9,,,,,32.9661,-117.1202,anonymous,EN,1,4,A17154271,A17154271,0,2,2,5,5,3,3,3,1,2,2,0,1,1,0,2,3,2,3,5,1,3,2,2,2,1,2,0,2,0,5,1,2,0,2,3,5,3,5,1,5,2,1,1,1,3,2,2,0,5,0,3,1,1,3,2,0,2,0,2,1,3,3,5,2,1,3,4,1,3,1,3,4,5,3,1,2,1,8,2,,2,1,,8,"1,2",6,189,189,189,,1,10,11,8,15,15,42,46,44,42,39,42316
2022-04-25 00:27:17,2022-04-25 00:39:18,0,104.11.8.134,100,720,1,2022-04-25 00:39:18,R_3lQWZ1oA2ikbUXH,,,,,32.7449,-117.165,anonymous,EN,1,4,A16524917,A16524917,0,2,1,3,3,3,3,3,1,3,3,5,1,2,1,1,2,1,1,3,3,1,5,1,3,3,5,0,3,1,1,0,1,1,1,3,3,1,3,1,3,3,3,1,0,1,3,3,1,3,0,3,1,3,3,1,1,3,2,2,1,3,2,3,2,3,4,3,4,3,3,4,1,3,3,4,3,1,9,2,,2,1,,1,,6,189,189,189,,1,10,6,11,8,8,36,48,31,44,46,43572
2022-04-26 22:07:53,2022-04-26 22:36:59,0,128.54.212.224,100,1745,1,2022-04-26 22:37:00,R_1hWFY8to0i6eWE4,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16256529,A16256529,1,3,3,5,0,1,5,3,0,1,2,3,2,0,2,2,5,2,1,1,1,3,3,0,1,1,2,0,0,3,5,1,1,1,3,2,2,2,2,0,2,3,0,1,0,1,2,1,1,5,0,0,3,1,2,0,3,2,1,1,0,1,3,4,3,2,3,2,2,3,3,3,2,4,3,3,3,1,8,2,,2,1,,1,,7,189,189,189,,1,9,7,9,10,12,39,26,41,57,37,38338
2022-04-28 11:41:31,2022-04-28 11:53:24,0,128.54.165.93,100,712,1,2022-04-28 11:53:24,R_OBWZUAcjHdQAaQ1,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17223908,A17223908,1,3,2,3,3,3,3,3,3,2,3,3,3,3,2,1,3,1,1,3,3,3,1,2,2,3,3,0,3,5,3,1,2,3,1,2,2,2,3,2,3,3,1,2,1,2,2,1,1,3,0,3,3,3,3,2,1,3,1,1,3,3,4,5,3,4,4,3,2,4,3,2,4,4,4,3,4,1,8,2,,2,1,,3,,5,189,189,189,,1,7,11,10,8,13,40,41,40,38,46,41717
2022-04-29 01:04:37,2022-04-29 01:29:14,0,23.119.231.202,100,1476,1,2022-04-29 01:29:15,R_Tqi5qUjNX1Rr7Z7,,,,,32.7651,-117.1276,anonymous,EN,1,4,A16151047,A16151047,1,3,2,5,3,1,3,2,1,2,3,1,3,1,3,1,3,2,1,2,1,2,3,1,3,2,1,0,3,3,3,1,3,2,2,3,1,5,5,1,3,1,1,1,1,2,2,3,1,5,0,3,3,3,3,1,1,2,1,1,1,3,3,3,3,2,2,3,3,4,4,3,3,3,3,3,4,1,8,1,,1,3,,3,,4,189,189,189,,1,8,9,9,9,9,37,41,48,49,37,31772
2022-04-22 12:25:23,2022-04-22 14:47:28,0,23.126.177.202,13,8524,0,2022-04-29 14:47:42,R_1dtcTI2XJqgZJXO,,,,,,,anonymous,EN,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,43671
2022-05-01 23:11:33,2022-05-01 23:22:44,0,66.75.241.92,100,671,1,2022-05-01 23:22:45,R_p0rYj3mmt5l8e6B,,,,,32.8595,-117.2124,anonymous,EN,1,4,A15877964,A15877964,1,1,3,3,3,3,5,5,3,3,3,3,2,3,1,1,3,2,3,3,1,5,2,2,3,2,3,0,2,1,5,1,2,2,3,3,5,3,5,3,5,2,1,2,2,1,0,5,2,3,0,5,5,3,3,3,1,3,2,2,3,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,9,2,,2,1,,4,,5,189,189,189,,1,9,9,10,9,9,42,48,43,32,47,33501
2022-05-02 12:50:25,2022-05-02 13:07:10,0,128.54.169.85,100,1005,1,2022-05-02 13:07:10,R_25L7fd8aXlprygc,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16653271,A16653271,0,1,5,3,3,3,5,5,0,0,5,2,5,2,3,0,3,0,0,3,5,3,1,0,2,3,3,0,0,1,3,0,1,1,2,3,3,2,5,1,3,5,1,3,1,3,0,2,0,3,0,2,3,2,3,1,2,3,1,3,1,2,2,4,4,3,2,2,2,4,3,2,3,4,4,3,3,1,7,2,,2,3,,1,,7,189,189,189,,1,6,7,7,9,12,55,35,39,47,55,39898
2022-05-02 13:00:20,2022-05-02 13:58:15,0,72.199.92.213,100,3475,1,2022-05-02 13:58:16,R_e3Ddqm0kYcbqoIp,,,,,33.0562,-117.2688,anonymous,EN,1,4,A17217286,A17217286,1,3,3,5,5,0,5,5,0,5,1,3,5,0,2,2,3,0,3,5,0,3,2,2,3,0,2,0,0,3,1,1,2,5,3,5,1,2,5,0,2,0,1,2,0,3,1,3,0,5,0,3,0,3,5,2,1,1,1,5,0,5,4,3,2,1,5,5,3,3,1,5,5,3,4,1,1,1,8,1,,1,1,,3,,6,189,189,189,,1,9,14,11,15,9,51,49,44,51,26,43726
2022-05-02 14:45:04,2022-05-02 16:31:35,0,70.95.80.196,100,6391,1,2022-05-02 16:31:37,R_Acx4Wy1VeMuv2Y9,,,,,32.9511,-117.2241,anonymous,EN,1,4,A17179730,A17179730,1,2,3,3,5,3,3,3,3,2,3,3,3,3,3,0,2,2,2,3,3,3,1,2,2,2,3,0,3,2,3,1,2,1,2,3,3,2,3,3,3,3,2,2,1,3,1,2,2,3,0,2,3,2,3,3,2,2,2,3,1,5,2,3,3,2,2,3,3,4,2,2,3,3,3,3,2,1,9,2,,2,3,,1,,3,37,37,189,17,1,8,8,6,11,9,43,40,36,36,47,41192
2022-05-02 17:49:25,2022-05-02 18:01:00,0,75.80.111.111,100,695,1,2022-05-02 18:01:01,R_1PcR45ocykZwcRY,,,,,32.8425,-117.2484,anonymous,EN,1,4,A16334745,A16334745,2,1,5,3,1,3,2,5,2,0,5,2,3,2,5,1,2,0,2,2,1,2,2,1,1,3,1,0,0,2,5,2,0,1,2,1,1,2,3,2,1,3,1,3,0,5,0,2,0,3,0,0,3,1,3,2,5,3,2,3,2,2,3,3,4,3,3,3,3,2,4,3,3,3,3,3,2,1,8,2,,2,3,,1,,8,162,189,189,1,1,9,9,8,8,9,52,20,34,41,44,38104
2022-05-02 23:54:56,2022-05-03 00:12:13,0,76.88.60.50,100,1036,1,2022-05-03 00:12:14,R_4Yq7hdcLLXpCfVT,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17143443,A17143443,5,3,3,5,5,3,5,3,3,5,0,2,5,2,0,2,3,1,5,5,0,1,3,3,5,0,1,0,1,2,3,5,2,0,1,5,0,5,1,3,5,0,0,5,5,0,5,1,0,5,0,5,0,5,5,2,0,3,1,5,3,5,4,5,2,3,5,2,1,2,1,4,4,4,2,2,4,1,11,1,,1,1,,2,,5,189,189,189,,1,12,10,13,12,14,50,57,46,31,20,40669
2022-05-03 14:09:52,2022-05-03 14:22:36,0,128.54.40.48,100,764,1,2022-05-03 14:22:37,R_WCB7KZyhWT87xzr,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16247845,A16247845,1,1,1,3,2,2,2,3,1,2,3,3,3,1,2,1,3,1,2,3,1,1,1,1,1,2,3,0,3,1,3,2,1,1,3,2,1,1,3,1,3,2,1,3,1,2,2,0,1,3,0,2,0,1,1,3,1,2,3,3,0,1,4,2,2,2,4,2,4,3,4,4,4,2,2,4,4,1,8,2,,2,2,,1,,7,37,37,189,17,1,11,10,12,8,6,42,36,28,44,35,39691
2022-05-03 15:18:45,2022-05-03 15:39:01,0,128.54.24.40,100,1215,1,2022-05-03 15:39:02,R_1mV0pZK912QNu1I,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16894555,A16894555,1,0,2,5,5,2,3,3,1,3,3,3,3,0,1,3,1,1,1,3,2,1,3,0,3,3,3,0,2,3,3,1,0,1,0,3,1,1,3,3,3,1,3,1,1,3,2,3,3,5,0,2,1,0,2,1,1,3,3,3,3,3,2,2,2,4,3,4,4,3,4,4,2,3,3,3,4,1,8,2,,2,3,,1,,7,37,37,189,18,1,10,8,11,7,7,39,44,25,45,37,42186
2022-05-03 21:42:28,2022-05-03 22:04:28,0,128.54.151.65,100,1320,1,2022-05-03 22:04:29,R_1M5ox8g5838X3yj,,,,,34.1021,-118.0474,anonymous,EN,1,4,A16940671,A16940671,1,2,2,3,1,3,3,2,2,0,3,1,0,2,3,0,3,1,3,3,3,3,5,0,0,5,2,0,1,1,5,0,0,0,2,2,2,1,3,0,5,2,1,0,0,1,2,3,5,2,0,2,3,2,0,1,3,5,2,0,0,0,2,1,3,3,2,4,5,2,3,2,2,1,4,2,1,1,7,2,,2,1,,3,,4,189,189,189,,1,9,8,5,10,3,29,29,39,44,49,42526
2022-05-04 00:17:49,2022-05-04 00:27:11,0,128.54.218.154,100,562,1,2022-05-04 00:27:12,R_0c5VGpCwSi5FNuN,,,,,34.0862,-117.9641,anonymous,EN,1,4,A16884868,A16884868,0,2,3,3,2,3,3,3,3,1,3,1,2,3,5,0,3,1,1,3,3,2,5,1,1,3,2,0,1,0,5,0,2,3,3,3,3,2,3,3,2,3,1,1,0,3,0,3,1,3,0,2,3,2,2,1,3,5,2,1,0,5,3,2,3,4,2,2,4,3,4,4,3,2,3,4,4,1,6,1,,1,1,,1,,7,189,189,189,,1,9,8,10,6,6,37,32,41,41,53,40243
2022-05-04 17:22:18,2022-05-04 17:26:35,0,172.89.87.143,100,256,1,2022-05-04 17:26:36,R_3PgWoq8i4wM2w3G,,,,,34.2548,-118.588,anonymous,EN,1,4,A17194011,A17194011,3,2,1,2,3,2,1,2,3,3,2,2,3,1,2,2,1,1,0,1,0,1,1,2,2,3,1,3,2,1,2,3,2,2,1,2,2,1,2,2,1,1,1,1,2,3,2,1,1,2,3,2,1,2,3,2,2,1,2,2,1,2,1,2,3,3,2,2,2,3,3,4,4,3,3,4,3,4,8,1,,1,3,,2,,10,189,189,189,,5,9,7,9,8,9,39,35,33,37,30,41926
2022-05-04 19:53:29,2022-05-04 20:08:59,0,128.54.147.64,100,930,1,2022-05-04 20:09:00,R_2sZszocAStBRpEb,,,,,33.9553,-118.1186,anonymous,EN,1,4,A15389004,A15389004,1,1,2,3,5,3,2,5,1,2,3,3,3,1,1,1,2,1,0,3,1,2,3,1,3,0,3,0,1,2,3,1,2,2,1,5,2,2,3,0,5,3,1,1,2,1,3,1,0,3,0,3,1,2,3,1,0,1,1,2,3,3,5,3,2,3,4,3,4,3,1,5,4,3,1,1,5,1,9,1,,1,2,,3,,4,189,189,189,,1,12,12,14,13,8,43,49,34,44,36,28357
2022-05-05 15:33:11,2022-05-05 16:00:39,0,128.54.36.2,100,1648,1,2022-05-05 16:00:42,R_3qwX7QJhF23wwBS,,,,,32.6755,-117.0921,anonymous,EN,1,4,A16771475,A16771475,1,3,3,5,2,2,5,5,2,3,2,0,3,0,2,2,3,1,1,3,1,3,3,0,1,1,1,0,1,2,3,2,3,3,3,3,1,3,3,0,3,2,1,2,0,2,1,2,1,5,0,2,1,5,3,2,2,3,0,3,0,3,3,3,2,2,4,5,4,4,2,2,3,2,4,2,2,1,7,2,,2,1,,8,"1,2,4",6,189,189,189,,1,8,11,8,12,7,44,39,51,52,35,42547
2022-05-05 18:23:11,2022-05-05 18:31:40,0,128.54.0.233,100,509,1,2022-05-05 18:31:41,R_22xFkzvILlGwVfD,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17078999,A17078999,0,3,3,5,1,1,3,3,3,2,3,3,5,1,1,2,5,1,1,1,3,5,3,2,3,3,1,0,1,3,5,0,3,3,2,5,1,3,5,1,5,3,1,2,2,1,0,5,0,5,0,3,1,1,5,1,5,2,1,5,3,3,3,2,3,3,4,2,2,4,3,4,4,2,4,5,2,1,6,2,,2,1,,3,,5,189,189,189,,1,7,9,10,7,8,48,39,47,43,43,43899
