"","","","","","","","","Survey","Question 1","Question 2","Question 3","Question 4","Question 5"
"10/23/2022 7:38PM","10/23/2022 7:41PM","10/23/2022 09:00AM - 10/23/2022 9:59PM",168.152,"Yes","6355fa688a079c0b408b3582","0.0","0.0","Participant 449",,,,,"A16450586"
"10/24/2022 10:40AM","10/24/2022 10:56AM","10/24/2022 09:00AM - 10/24/2022 9:59PM",990.912,"Yes","63563af4e074a50b42634c96","0.0","0.0","Participant 454",,,,,"A17020419"
"10/24/2022 11:48AM","10/24/2022 11:50AM","10/24/2022 09:00AM - 10/24/2022 9:59PM",117.519,"Yes","6356ddc4e074a50b42645c60","0.0","0.0","Participant 455",,,,,"A16217320"
"10/24/2022 1:23PM","10/24/2022 1:27PM","10/24/2022 09:00AM - 10/24/2022 9:59PM",238.534,"Yes","6356f07bc6742d0b433e368f","0.0","0.0","Participant 456",,,,,"A16812819"
"10/24/2022 1:37PM","10/24/2022 1:40PM","10/24/2022 09:00AM - 10/24/2022 9:59PM",154.606,"Yes","6356f757e074a50b42648bf8","0.0","0.0","Participant 457",,,,,"A16897514"
"10/24/2022 3:10PM","10/24/2022 3:11PM","10/24/2022 09:00AM - 10/24/2022 9:59PM",85.54,"Yes","63570d2ee074a50b4264be51","0.0","0.0","Participant 458",,,,,"A17476494"
"10/24/2022 4:01PM","10/24/2022 4:02PM","10/24/2022 09:00AM - 10/24/2022 9:59PM",78.491,"Yes","63571502e074a50b4264d3be","0.0","0.0","Participant 459",,,,,"A15093776"
"10/24/2022 5:19PM","10/24/2022 5:21PM","10/24/2022 09:00AM - 10/24/2022 9:59PM",108.499,"Yes","63572b59fd1c280b2ddeaa72","0.0","0.0","Participant 460",,,,,"A16722089"
"10/24/2022 6:37PM","10/24/2022 6:39PM","10/24/2022 09:00AM - 10/24/2022 9:59PM",93.882,"Yes","63573dacfa3f270b47ad03af","0.0","0.0","Participant 461",,,,,"A16963524"
"10/26/2022 09:15AM","10/26/2022 09:15AM","10/26/2022 09:00AM - 10/26/2022 9:59PM",17.645,"Yes","63573dacfa3f270b47ad03af","0.0","0.0","Participant 461",,,,,"A16963524"
"10/28/2022 09:10AM","10/28/2022 09:10AM","10/28/2022 09:00AM - 10/28/2022 9:59PM",12.723,"Yes","63573dacfa3f270b47ad03af","0.0","0.0","Participant 461",,,,,"A16963524"
"10/24/2022 8:05PM","10/24/2022 8:12PM","10/24/2022 09:00AM - 10/24/2022 9:59PM",409.786,"Yes","635751cd263d4b0b41569484","0.0","0.0","Participant 462",,,,,"A17337365"
"10/24/2022 8:21PM","10/24/2022 8:25PM","10/24/2022 09:00AM - 10/24/2022 9:59PM",250.868,"Yes","635755e9263d4b0b4156a17c",,,"Participant 463",,,,,"A16505049"
"10/25/2022 10:42AM","10/25/2022 10:43AM","10/25/2022 09:00AM - 10/25/2022 9:59PM",77.407,"Yes","63581fd5263d4b0b4157d2bf","0.0","0.0","Participant 464",,,,,"A15934362"
"10/25/2022 1:13PM","10/25/2022 1:15PM","10/25/2022 09:00AM - 10/25/2022 9:59PM",101.611,"Yes","63584320263d4b0b41581a79","0.0","0.0","Participant 465",,,,,"A16962764"
"10/25/2022 2:25PM","10/25/2022 2:27PM","10/25/2022 09:00AM - 10/25/2022 9:59PM",87.076,"Yes","6358541f899c6c0b473fe808","0.0","0.0","Participant 466",,,,,"A15876717"
"10/25/2022 2:51PM","10/25/2022 2:52PM","10/25/2022 09:00AM - 10/25/2022 9:59PM",92.937,"Yes","63585a1d899c6c0b473ff29c","0.0","0.0","Participant 467",,,,,"A15737986"
"10/25/2022 3:16PM","10/25/2022 3:19PM","10/25/2022 09:00AM - 10/25/2022 9:59PM",149.537,"Yes","635860170a39d20b429001bd","0.0","0.0","Participant 468",,,,,"A17484298"
"10/25/2022 5:59PM","10/25/2022 6:00PM","10/25/2022 09:00AM - 10/25/2022 9:59PM",107.75,"Yes","5e94ee8da433492bdd1686d3","0.0","0.0","Participant 469",,,,,"A15816438"
"10/25/2022 6:41PM","10/25/2022 6:42PM","10/25/2022 09:00AM - 10/25/2022 9:59PM",51.715,"Yes","6358900cba8a2f0b2c819062","0.0","0.0","Participant 470",,,,,"A17002343"
"10/25/2022 8:00PM","10/25/2022 8:02PM","10/25/2022 09:00AM - 10/25/2022 9:59PM",86.477,"Yes","6358a2ae8879060b2e57a96e","0.0","0.0","Participant 471",,,,,"A17210373"
"10/26/2022 1:17PM","10/26/2022 1:19PM","10/26/2022 09:00AM - 10/26/2022 9:59PM",122.022,"Yes","6359951956dfb102adbebcf3",,,"Participant 472",,,,,"A17647654"
"10/26/2022 1:30PM","10/26/2022 1:32PM","10/26/2022 09:00AM - 10/26/2022 9:59PM",72.116,"Yes","635998d056dfb102adbec36b","0.0","0.0","Participant 473",,,,,"A15803303"
"10/26/2022 5:58PM","10/26/2022 6:00PM","10/26/2022 09:00AM - 10/26/2022 9:59PM",120.806,"Yes","6359d74556dfb102adbf4e96","0.0","0.0","Participant 474",,,,,"A16933506"
"10/26/2022 6:40PM","10/26/2022 6:42PM","10/26/2022 09:00AM - 10/26/2022 9:59PM",146.275,"Yes","6359e14f56dfb102adbf6790","0.0","0.0","Participant 475",,,,,"A16741213"
"10/27/2022 10:38AM","10/27/2022 10:41AM","10/27/2022 09:00AM - 10/27/2022 9:59PM",142.722,"Yes","635ac19f6e55de0b41b27427","0.0","0.0","Participant 478",,,,,"A16945234"
"10/27/2022 10:44AM","10/27/2022 10:45AM","10/27/2022 09:00AM - 10/27/2022 9:59PM",33.569,"Yes","635ac1926e55de0b41b2741e","0.0","0.0","Participant 479",,,,,"A16804614"
"10/27/2022 12:17PM","10/27/2022 12:22PM","10/27/2022 09:00AM - 10/27/2022 9:59PM",301.4,"Yes","635ad8f36e55de0b41b2a5af","0.0","0.0","Participant 480",,,,,"A13663098"
"10/27/2022 12:18PM","10/27/2022 12:21PM","10/27/2022 09:00AM - 10/27/2022 9:59PM",182.253,"Yes","635ad92d6e55de0b41b2a683","0.0","0.0","Participant 481",,,,,"A16957273"
"10/27/2022 2:26PM","10/27/2022 2:28PM","10/27/2022 09:00AM - 10/27/2022 9:59PM",111.412,"Yes","635af6fc6e55de0b41b2ddf5",,,"Participant 482",,,,,"A16888449"
"10/27/2022 3:25PM","10/27/2022 3:27PM","10/27/2022 09:00AM - 10/27/2022 9:59PM",101.805,"Yes","635b04fa7069130b402442a8","0.0","0.0","Participant 483",,,,,"A17071824"
"10/27/2022 8:21PM","10/27/2022 8:25PM","10/27/2022 09:00AM - 10/27/2022 9:59PM",212.768,"Yes","635b4a99265ac90b4433f10b","0.0","0.0","Participant 484",,,,,"A16342238"
"10/28/2022 09:12AM","10/28/2022 09:14AM","10/28/2022 09:00AM - 10/28/2022 9:59PM",135.182,"Yes","635bff41ff16de0b43b1fc30","0.0","0.0","Participant 486",,,,,"A17585485"
"10/28/2022 11:18AM","10/28/2022 11:19AM","10/28/2022 09:00AM - 10/28/2022 9:59PM",43.778,"Yes","635c1cdcff16de0b43b2304e","0.0","0.0","Participant 487",,,,,"A15424869"
"10/28/2022 1:21PM","10/28/2022 1:23PM","10/28/2022 09:00AM - 10/28/2022 9:59PM",106.361,"Yes","635c3988ff16de0b43b266a5","0.0","0.0","Participant 488",,,,,"A16958774"
"10/28/2022 5:28PM","10/28/2022 5:29PM","10/28/2022 09:00AM - 10/28/2022 9:59PM",80.317,"Yes","635c735fd9c1e50b42865fcd","0.0","0.0","Participant 489",,,,,"A17105591"
"10/28/2022 8:04PM","10/28/2022 8:05PM","10/28/2022 09:00AM - 10/28/2022 9:59PM",94.51,"Yes","635c97fbd9c1e50b4286af1c","0.0","0.0","Participant 490",,,,,"A17288655"
"10/29/2022 3:02PM","10/29/2022 3:03PM","10/29/2022 09:00AM - 10/29/2022 9:59PM",30.357,"Yes","635da2e1d9c1e50b42881786","0.0","0.0","Participant 493",,,,,"a17229094"
"10/30/2022 2:10PM","10/30/2022 2:13PM","10/30/2022 09:00AM - 10/30/2022 9:59PM",156.445,"Yes","635ee801d9c1e50b4289e4d9","0.0","0.0","Participant 494",,,,,"A16637016"
"10/30/2022 3:34PM","10/30/2022 3:35PM","10/30/2022 09:00AM - 10/30/2022 9:59PM",62.58,"Yes","635efbbcd9c1e50b428a07f7","0.0","0.0","Participant 495",,,,,"A16364378"
"10/30/2022 6:58PM","10/30/2022 7:00PM","10/30/2022 09:00AM - 10/30/2022 9:59PM",162.528,"Yes","635f2b5bd9c1e50b428a599a",,,"Participant 496",,,,,"A16862329"
"10/31/2022 10:09AM","10/31/2022 10:11AM","10/31/2022 09:00AM - 10/31/2022 9:59PM",148.232,"Yes","6360010cd9c1e50b428b6c18","0.0","0.0","Participant 500",,,,,"A17132859"
"10/31/2022 1:54PM","10/31/2022 2:02PM","10/31/2022 09:00AM - 10/31/2022 9:59PM",475.301,"Yes","636035d2d9c1e50b428bce20","0.0","0.0","Participant 501",,,,,"A15886171"
"10/31/2022 2:32PM","10/31/2022 2:33PM","10/31/2022 09:00AM - 10/31/2022 9:59PM",92.076,"Yes","63603e7dd9c1e50b428bdcd9","0.0","0.0","Participant 502",,,,,"A16015236"
"10/31/2022 5:53PM","10/31/2022 5:53PM","10/31/2022 09:00AM - 10/31/2022 9:59PM",20.757,"Yes","63606dced9c1e50b428c281e","0.0","0.0","Participant 503",,,,,"A15865886"
"10/31/2022 8:40PM","10/31/2022 8:42PM","10/31/2022 09:00AM - 10/31/2022 9:59PM",159.159,"Yes","636094acd9c1e50b428c65b6","0.0","0.0","Participant 505",,,,,"A15816451"
"10/31/2022 9:21PM","10/31/2022 9:22PM","10/31/2022 09:00AM - 10/31/2022 9:59PM",46.686,"Yes","63609e74d9c1e50b428c72e9","0.0","0.0","Participant 506",,,,,"A17191922"
"11/01/2022 11:48AM","11/01/2022 11:50AM","11/01/2022 09:00AM - 11/01/2022 9:59PM",130.064,"Yes","636169d122091c0b29f06ef6","0.0","0.0","Participant 508",,,,,"A17620265"
"11/01/2022 2:23PM","11/01/2022 2:26PM","11/01/2022 09:00AM - 11/01/2022 9:59PM",200.555,"Yes","63618e1f47fccb0b42ca9301","0.0","0.0","Participant 509",,,,,"A13295514"
"11/02/2022 12:35PM","11/02/2022 12:36PM","11/02/2022 09:00AM - 11/02/2022 9:59PM",36.343,"Yes","6362c6539799a50b300d7a78",,,"Participant 511",,,,,"A17551042"
"11/02/2022 4:51PM","11/02/2022 4:55PM","11/02/2022 09:00AM - 11/02/2022 9:59PM",195.246,"Yes","6363023c75482b0b33bb8e92","0.0","0.0","Participant 512",,,,,"A15819221"
"11/02/2022 5:00PM","11/02/2022 5:00PM","11/02/2022 09:00AM - 11/02/2022 9:59PM",35.683,"Yes","6363046175482b0b33bb9292","0.0","0.0","Participant 513",,,,,"A17167921"
"11/02/2022 8:41PM","11/02/2022 8:44PM","11/02/2022 09:00AM - 11/02/2022 9:59PM",170.368,"Yes","636337f075482b0b33bbeb66","0.0","0.0","Participant 514",,,,,"A16147335"
"11/02/2022 9:33PM","11/02/2022 9:36PM","11/02/2022 09:00AM - 11/02/2022 9:59PM",164.391,"Yes","6363447875482b0b33bbfdeb","0.0","0.0","Participant 515",,,,,"A17224745"
"11/03/2022 2:51PM","11/03/2022 2:56PM","11/03/2022 09:00AM - 11/03/2022 9:59PM",290.504,"Yes","6363805e7796230b2ce133a0","0.0","0.0","Participant 516",,,,,"A17653150"
"11/03/2022 1:37PM","11/03/2022 1:38PM","11/03/2022 09:00AM - 11/03/2022 9:59PM",58.64,"Yes","63642665c948540b27bbb376","0.0","0.0","Participant 517",,,,,"A16240071"
"11/03/2022 8:12PM","11/03/2022 8:13PM","11/03/2022 09:00AM - 11/03/2022 9:59PM",65.48,"Yes","636482cf77ebc10b2f10fb3d","0.0","0.0","Participant 518",,,,,"A17171540"
"11/04/2022 12:23PM","11/04/2022 12:24PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",91.733,"Yes","63656675461a260b2dea7bbf","0.0","0.0","Participant 521",,,,,"A17581498"
"11/04/2022 12:58PM","11/04/2022 12:58PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",24.962,"Yes","63656e69461a260b2dea883f","0.0","0.0","Participant 522",,,,,"A16284863"
"11/04/2022 1:10PM","11/04/2022 1:13PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",196.714,"Yes","63657180461a260b2dea8c82","0.0","0.0","Participant 523",,,,,"A17586312"
"11/04/2022 1:36PM","11/04/2022 1:37PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",93.264,"Yes","63657781461a260b2dea9b74","0.0","0.0","Participant 524",,,,,"A17204009"
"11/04/2022 4:33PM","11/04/2022 4:34PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",78.174,"Yes","6365a1004fcfc10b4fdc651d","0.0","0.0","Participant 525",,,,,"A17529694"
"11/04/2022 5:16PM","11/04/2022 5:18PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",129.994,"Yes","6365aae24fcfc10b4fdc767d","0.0","0.0","Participant 526",,,,,"A17564482"
"11/04/2022 6:01PM","11/04/2022 6:03PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",128.907,"Yes","6365b5c74fcfc10b4fdc84bf","0.0","0.0","Participant 527",,,,,"A16422688"
"11/04/2022 6:21PM","11/04/2022 6:23PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",107.929,"Yes","6363e8ea7796230b2ce1cf84","0.0","0.0","Participant 528",,,,,"A16896946 "
"11/04/2022 7:25PM","11/04/2022 7:27PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",143.938,"Yes","6365c946907e470b312d74c1","0.0","0.0","Participant 529",,,,,"A16593487"
"11/04/2022 7:39PM","11/04/2022 7:40PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",49.623,"Yes","6365ccaa907e470b312d7a62","0.0","0.0","Participant 530",,,,,"A17668240"
"11/04/2022 7:58PM","11/04/2022 7:59PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",58.533,"Yes","6365d0f8907e470b312d8110","0.0","0.0","Participant 531",,,,,"A17595907"
"11/04/2022 8:26PM","11/04/2022 8:26PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",31.83,"Yes","6365d756907e470b312d8a61","0.0","0.0","Participant 532",,,,,"A16433625"
"11/04/2022 9:08PM","11/04/2022 9:11PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",219.947,"Yes","6365e11a1e3b810b42454b9e","0.0","0.0","Participant 533",,,,,"A97017052"
"11/04/2022 9:22PM","11/04/2022 9:24PM","11/04/2022 09:00AM - 11/04/2022 9:59PM",110.99,"Yes","6365e4d11e3b810b42454fbf","0.0","0.0","Participant 534",,,,,"A16670511"
"11/05/2022 09:45AM","11/05/2022 09:47AM","11/05/2022 09:00AM - 11/05/2022 9:59PM",150.317,"Yes","6365f28659ae810b298dff6f","0.0","0.0","Participant 536",,,,,"A15772134"
"11/05/2022 5:24PM","11/05/2022 5:29PM","11/05/2022 09:00AM - 11/05/2022 9:59PM",264.334,"Yes","6366fe6a5bb4000b46e95dd8","0.0","0.0","Participant 540",,,,,"A16322636"
"11/05/2022 8:43PM","11/05/2022 8:46PM","11/05/2022 09:00AM - 11/05/2022 9:59PM",187.452,"Yes","63672cbb5bb4000b46e9a9a9","0.0","0.0","Participant 541",,,,,"A17196509"
"11/05/2022 9:56PM","11/05/2022 9:59PM","11/05/2022 09:00AM - 11/05/2022 9:59PM",189.267,"Yes","63673e164c59610b41d674b7","0.0","0.0","Participant 542",,,,,"A14658975"
"11/06/2022 1:10PM","11/06/2022 1:11PM","11/06/2022 09:00AM - 11/06/2022 9:59PM",69.743,"Yes","63678f164c59610b41d6df47","0.0","0.0","Participant 543",,,,,"A16210222"
"11/07/2022 11:47AM","11/07/2022 11:47AM","11/07/2022 09:00AM - 11/07/2022 9:59PM",54.754,"Yes","6369607af2cf000b4bd8a2c0","0.0","0.0","Participant 544",,,,,"A16925468"
"11/07/2022 3:45PM","11/07/2022 3:46PM","11/07/2022 09:00AM - 11/07/2022 9:59PM",88.176,"Yes","63699849604e060b47c815e1","0.0","0.0","Participant 545",,,,,"A17160239"
"11/08/2022 10:18AM","11/08/2022 10:18AM","11/08/2022 09:00AM - 11/08/2022 9:59PM",28.164,"Yes","636a9d3ad258f30b434706f2","0.0","0.0","Participant 547",,,,,"A17590647"
"11/08/2022 11:34AM","11/08/2022 11:36AM","11/08/2022 09:00AM - 11/08/2022 9:59PM",64.943,"Yes","636aae93d258f30b43473adb","0.0","0.0","Participant 548",,,,,"A16486570"
"11/08/2022 3:40PM","11/08/2022 3:46PM","11/08/2022 09:00AM - 11/08/2022 9:59PM",383.533,"Yes","636ae874f5b0f30b4c1f83a9","0.0","0.0","Participant 549",,,,,"A16425649"
"11/08/2022 6:25PM","11/08/2022 6:26PM","11/08/2022 09:00AM - 11/08/2022 9:59PM",98.211,"Yes","636b0f3683a2460b473421ad","0.0","0.0","Participant 550",,,,,"A16274020"
"11/08/2022 6:28PM","11/08/2022 6:30PM","11/08/2022 09:00AM - 11/08/2022 9:59PM",103.253,"Yes","636b101a83a2460b47342391","0.0","0.0","Participant 551",,,,,"A17220479"
"11/08/2022 6:35PM","11/08/2022 6:38PM","11/08/2022 09:00AM - 11/08/2022 9:59PM",171.338,"Yes","636b11d183a2460b4734279d","0.0","0.0","Participant 552",,,,,"A17352180"
"11/09/2022 2:42PM","11/09/2022 2:43PM","11/09/2022 09:00AM - 11/09/2022 9:59PM",59.834,"Yes","636c2c795c56a71d2aca7df7","0.0","0.0","Participant 554",,,,,"A16486225"
"11/09/2022 5:41PM","11/09/2022 5:42PM","11/09/2022 09:00AM - 11/09/2022 9:59PM",62.732,"Yes","636c569df607f70b431ad74e","0.0","0.0","Participant 555",,,,,"A15592519"
"11/10/2022 12:01PM","11/10/2022 12:02PM","11/10/2022 09:00AM - 11/10/2022 9:59PM",64.248,"Yes","636cba200562140b4416f966","0.0","0.0","Participant 556",,,,,"A17371586"
"11/10/2022 10:10AM","11/10/2022 10:13AM","11/10/2022 09:00AM - 11/10/2022 9:59PM",177.082,"Yes","636d3e720562140b4417e9a8","0.0","0.0","Participant 558",,,,,"A17075094"
"11/10/2022 5:37PM","11/10/2022 5:39PM","11/10/2022 09:00AM - 11/10/2022 9:59PM",93.066,"Yes","636da72608e4160b2f2c38f4","0.0","0.0","Participant 559",,,,,"A14828058"
"11/13/2022 09:25AM","11/13/2022 09:27AM","11/13/2022 09:00AM - 11/13/2022 9:59PM",101.353,"Yes","6371284a8fdab00b3fa85bb8","0.0","0.0","Participant 560",,,,,"A17017635"
"11/13/2022 5:57PM","11/13/2022 6:01PM","11/13/2022 09:00AM - 11/13/2022 9:59PM",203.828,"Yes","6371a05cdb08e80b45a30ce4","0.0","0.0","Participant 561",,,,,"A16420810"
"11/13/2022 6:52PM","11/13/2022 6:53PM","11/13/2022 09:00AM - 11/13/2022 9:59PM",74.521,"Yes","6371ad29caea620b29b8ca43","0.0","0.0","Participant 562",,,,,"A17195076"
"11/13/2022 8:05PM","11/13/2022 8:06PM","11/13/2022 09:00AM - 11/13/2022 9:59PM",80.062,"Yes","6371be4022e3bf0b4494fa55","0.0","0.0","Participant 563",,,,,"A17186469"
"11/14/2022 2:06PM","11/14/2022 2:07PM","11/14/2022 09:00AM - 11/14/2022 9:59PM",59.165,"Yes","6372bba360222a0b2c6238e7","0.0","0.0","Participant 566",,,,,"A17178122"
"11/14/2022 4:06PM","11/14/2022 4:08PM","11/14/2022 09:00AM - 11/14/2022 9:59PM",94.168,"Yes","6372d7ebcc2bce0b3d2c7b2b","0.0","0.0","Participant 567",,,,,"A17581980"
"11/14/2022 6:18PM","11/14/2022 6:21PM","11/14/2022 09:00AM - 11/14/2022 9:59PM",166.753,"Yes","6372f6326f9c030b456d9e63","0.0","0.0","Participant 568",,,,,"A16285734"
"11/15/2022 10:19AM","11/15/2022 10:19AM","11/15/2022 09:00AM - 11/15/2022 9:59PM",33.528,"Yes","6373d7ee6091100b2f873908","0.0","0.0","Participant 569",,,,,"A17172056"
"11/15/2022 4:27PM","11/15/2022 4:28PM","11/15/2022 09:00AM - 11/15/2022 9:59PM",52.242,"Yes","63742e383c218f0b46cd6fcd","0.0","0.0","Participant 570",,,,,"A16214046"
"11/15/2022 5:24PM","11/15/2022 5:26PM","11/15/2022 09:00AM - 11/15/2022 9:59PM",85.913,"Yes","63743ba93c218f0b46cda411","0.0","0.0","Participant 571",,,,,"A17231498"
"11/16/2022 09:05AM","11/16/2022 09:06AM","11/16/2022 09:00AM - 11/16/2022 9:59PM",63.53,"Yes","637508199a85fe0b32db46ba","0.0","0.0","Participant 572",,,,,"A17576937"
"11/16/2022 12:45PM","11/16/2022 12:49PM","11/16/2022 09:00AM - 11/16/2022 9:59PM",226.937,"Yes","63754bd99a85fe0b32dbe3f7","0.0","0.0","Participant 573",,,,,"A17625765"
"11/16/2022 7:55PM","11/16/2022 7:58PM","11/16/2022 09:00AM - 11/16/2022 9:59PM",174.008,"Yes","6375b07d0d2e2d0b2d207aff","0.0","0.0","Participant 574",,,,,"A15914782"
"11/16/2022 9:03PM","11/16/2022 9:04PM","11/16/2022 09:00AM - 11/16/2022 9:59PM",43.269,"Yes","6375c07b0d2e2d0b2d20a57f","0.0","0.0","Participant 575",,,,,"A16588680"
"11/17/2022 09:39AM","11/17/2022 09:40AM","11/17/2022 09:00AM - 11/17/2022 9:59PM",48.454,"Yes","6375f12154c5ff0b2b0491f8","0.0","0.0","Participant 578",,,,,"A15923414"
"11/17/2022 7:10PM","11/17/2022 7:12PM","11/17/2022 09:00AM - 11/17/2022 9:59PM",137.471,"Yes","6376f75554c5ff0b2b068246","0.0","0.0","Participant 579",,,,,"A17571059"
"11/17/2022 7:24PM","11/17/2022 7:25PM","11/17/2022 09:00AM - 11/17/2022 9:59PM",69.29,"Yes","6376fa1e54c5ff0b2b0688f6","0.0","0.0","Participant 580",,,,,"A16306812"
"11/18/2022 09:46AM","11/18/2022 09:51AM","11/18/2022 09:00AM - 11/18/2022 9:59PM",308.696,"Yes","6377c4cdb5f4e90b2c156bf4","0.0","0.0","Participant 581",,,,,"A16318776"
"11/18/2022 10:20AM","11/18/2022 10:20AM","11/18/2022 09:00AM - 11/18/2022 9:59PM",19.864,"Yes","6377ccabb5f4e90b2c158831","0.0","0.0","Participant 582",,,,,"a17632370"
"11/18/2022 10:28AM","11/18/2022 10:30AM","11/18/2022 09:00AM - 11/18/2022 9:59PM",125.019,"Yes","6377ce0eb5f4e90b2c158d28","0.0","0.0","Participant 583",,,,,"A16953260"
"11/18/2022 10:37AM","11/18/2022 10:40AM","11/18/2022 09:00AM - 11/18/2022 9:59PM",217.419,"Yes","6377d07eb5f4e90b2c1594fb","0.0","0.0","Participant 584",,,,,"A17166686"
"11/18/2022 10:41AM","11/18/2022 10:43AM","11/18/2022 09:00AM - 11/18/2022 9:59PM",86.528,"Yes","6377d1aab5f4e90b2c159888","0.0","0.0","Participant 585",,,,,"A16216374"
"11/18/2022 12:26PM","11/18/2022 12:28PM","11/18/2022 09:00AM - 11/18/2022 9:59PM",133.959,"Yes","6377e9e0b5f4e90b2c15c9c5","0.0","0.0","Participant 586",,,,,"A16155600"
"11/18/2022 12:39PM","11/18/2022 12:42PM","11/18/2022 09:00AM - 11/18/2022 9:59PM",218.709,"Yes","6377ed2eb5f4e90b2c15cf11","0.0","0.0","Participant 587",,,,,"A17155299"
"11/18/2022 2:04PM","11/18/2022 2:07PM","11/18/2022 09:00AM - 11/18/2022 9:59PM",172.931,"Yes","63780149b5f4e90b2c15f5c1","0.0","0.0","Participant 588",,,,,"A16633865"
"11/19/2022 4:09PM","11/19/2022 4:13PM","11/19/2022 09:00AM - 11/19/2022 9:59PM",270.154,"Yes","63796fe2c367ad0b30894caa","0.0","0.0","Participant 589",,,,,"A16729003"
"11/19/2022 5:25PM","11/19/2022 5:27PM","11/19/2022 09:00AM - 11/19/2022 9:59PM",103.856,"Yes","637981be6214a20b47e1e1e4","0.0","0.0","Participant 590",,,,,"A15853813"
"11/19/2022 7:54PM","11/19/2022 7:55PM","11/19/2022 09:00AM - 11/19/2022 9:59PM",42.607,"Yes","6379a4c36214a20b47e23369","0.0","0.0","Participant 591",,,,,"A17634283"
"11/19/2022 9:01PM","11/19/2022 9:01PM","11/19/2022 09:00AM - 11/19/2022 9:59PM",24.612,"Yes","6379b46d6214a20b47e24c6b","0.0","0.0","Participant 592",,,,,"A17554063"
"11/20/2022 5:32PM","11/20/2022 5:33PM","11/20/2022 09:00AM - 11/20/2022 9:59PM",61.682,"Yes","637ad3756214a20b47e41b8d","0.0","0.0","Participant 593",,,,,"A15417095"
"11/20/2022 6:41PM","11/20/2022 6:43PM","11/20/2022 09:00AM - 11/20/2022 9:59PM",99.464,"Yes","637ae54a6214a20b47e44844","0.0","0.0","Participant 594",,,,,"A17459634"
"11/20/2022 8:15PM","11/20/2022 8:17PM","11/20/2022 09:00AM - 11/20/2022 9:59PM",89.371,"Yes","637afb4b6214a20b47e475c1","0.0","0.0","Participant 595",,,,,"A17144512"
"11/21/2022 1:26PM","11/21/2022 1:27PM","11/21/2022 09:00AM - 11/21/2022 9:59PM",94.568,"Yes","637ba0f36214a20b47e57328","0.0","0.0","Participant 596",,,,,"A15855843"
"11/21/2022 09:42AM","11/21/2022 09:44AM","11/21/2022 09:00AM - 11/21/2022 9:59PM",73.561,"Yes","637bb8776214a20b47e597c9","0.0","0.0","Participant 597",,,,,"A17459991"
"11/21/2022 09:56AM","11/21/2022 09:57AM","11/21/2022 09:00AM - 11/21/2022 9:59PM",82.248,"Yes","637bbb956214a20b47e59d51","0.0","0.0","Participant 598",,,,,"A15849162"
"11/21/2022 09:58AM","11/21/2022 09:59AM","11/21/2022 09:00AM - 11/21/2022 9:59PM",58.053,"Yes","637bbc0b6214a20b47e59e67","0.0","0.0","Participant 599",,,,,"A16489680"
"11/21/2022 10:25AM","11/21/2022 10:29AM","11/21/2022 09:00AM - 11/21/2022 9:59PM",216.437,"Yes","637bc15a6214a20b47e5acfa",,,"Participant 600",,,,,"A16780473"
"11/21/2022 10:42AM","11/21/2022 10:44AM","11/21/2022 09:00AM - 11/21/2022 9:59PM",135.902,"Yes","637adc946214a20b47e43593","0.0","0.0","Participant 601",,,,,"A16721135"
"11/21/2022 10:55AM","11/21/2022 10:57AM","11/21/2022 09:00AM - 11/21/2022 9:59PM",88.462,"Yes","637bc95d6214a20b47e5b86e",,,"Participant 602",,,,,"A16894677"
"11/21/2022 11:25AM","11/21/2022 11:27AM","11/21/2022 09:00AM - 11/21/2022 9:59PM",91.385,"Yes","637bd07f6214a20b47e5c29f","0.0","0.0","Participant 603",,,,,"A15865618"
"11/21/2022 12:26PM","11/21/2022 12:27PM","11/21/2022 09:00AM - 11/21/2022 9:59PM",90.517,"Yes","637bdec96214a20b47e5dcda","0.0","0.0","Participant 604",,,,,"A16124396"
"11/21/2022 4:51PM","11/21/2022 4:52PM","11/21/2022 09:00AM - 11/21/2022 9:59PM",56.367,"Yes","637b351c6214a20b47e4d1c5","0.0","0.0","Participant 605",,,,,"A17584836"
"11/26/2022 1:51PM","11/26/2022 1:53PM","11/26/2022 09:00AM - 11/26/2022 9:59PM",107.973,"Yes","638178ff5904000b41811500","0.0","0.0","Participant 606",,,,,"A16315785"
